,Make,Model
14678,MCDONNELL DOUGLAS HELI CO,369FF
14679,CESSNA,172
14682,PIPER,PA-30
14684,KOLB AIRCRAFT INC,KOLB MARK III
14685,Excalibur Aircraft,Excalibur
14687,CESSNA,172P
14688,CIRRUS DESIGN CORP,SR22
14689,ERCOUPE,415-CD
14690,CESSNA,182K
14691,MOONEY,M20J
14692,CESSNA,172S
14693,PIPER,PA-28-161
14696,CESSNA,182
14697,ROBINSON HELICOPTER,R22 BETA
14699,MOONEY,M20R
14703,PIPER,PA24
14704,CESSNA,172R
14706,CIRRUS DESIGN CORP,SR22
14708,CESSNA,180H
14709,PIPER,PA28
14710,CESSNA,210K
14711,PIPER,PA-28-235
14712,PIPER,PA-28R-201T
14713,CESSNA,180
14715,CIRRUS DESIGN CORP,SR22
14716,CIRRUS DESIGN CORP,SR22
14717,AERONCA,7AC
14718,Bice,Air Creation GTE
14719,CESSNA,T206H
14720,CESSNA,172S
14721,PIPER,PA-28-201T
14722,LANTZ,LAKE TAHOE SPECIAL
14726,PIPER,PA-28-235
14729,SIKORSKY,92
14730,PIPER,PA-28-180
14731,CESSNA,R182
14732,PIPER,PA-24-250
14733,CESSNA,172S
14735,CONVAIR,340-71
14736,MITSUBISHI,MU-2B-20
14737,CESSNA,172A
14738,BELL,206B3
14739,SCHWEIZER,269C-1
14740,CESSNA,172N
14743,DIAMOND AIRCRAFT IND INC,DA 20-A1
14746,Powerchute LLC,Airwolf 912ULS
14747,CESSNA,180
14748,DIAMOND,DA20C1
14749,PIPER,PA-18-150
14750,BEECH,A23-24
14753,RYAN AERONAUTICAL,ST3KR
14754,ROCKWELL INTERNATIONAL,S-2R
14758,CZECH SPORTPLANES SRO,DYNAMIC
14759,PIPER,PA-22-150
14760,CESSNA,310C
14761,PIPER,PA46-500TP
14764,PIPER,PA 46-350P
14765,MAULE,M-4-180V
14768,BEECH,S35
14769,PIPER,PA-28-235
14770,PIPER,PA-22-150
14771,GATES LEARJET CORP.,35A
14772,CESSNA,208B
14774,BEECH,58P
14775,COLUMBIA AIRCRAFT MFG,LC41-550FG
14776,PEGASUS,503 SPORT
14778,PIPER,PA-28-181
14779,PIPER,PA-32-300
14781,BOEING,737-823
14782,CESSNA,172H
14783,BEECH,E18S-9700
14784,PIPER,PA-18-180
14785,PIPER,PA-28-161
14786,AMERICAN LEGEND AIRCRAFT CO,AL3
14788,BELLANCA,1419
14790,CESSNA,310F
14791,EUROCOPTER DEUTSCHLAND GMBH,MBB-BK 117 C-2
14792,Quest,Kodiak 100
14793,CESSNA,180
14795,CESSNA,172
14796,CESSNA,152
14797,EUROCOPTER DEUTSCHLAND GMBH,EC 135 P2
14798,CESSNA,172H
14799,PIPER,PA-46-310P
14800,EUROCOPTER,MBB-BK
14803,ROCKWELL INTERNATIONAL,114A
14804,CESSNA,T210L
14806,CESSNA,195
14807,CESSNA,210B
14808,AERO COMMANDER,500-B
14809,CESSNA,305A
14811,BEECH,F35
14812,CESSNA,140
14814,COLUMBIA,LC41
14816,CESSNA,172S
14817,PIPER,PA-18-150
14818,Apollo,AS-III
14819,AERO COMMANDER,114B
14820,Moyes Bailey,Microlite
14821,MOONEY,M20R
14822,PIPER,PA-28-151
14823,BEECH,C24R
14824,MOONEY,M20E
14825,ROBINSON HELICOPTER COMPANY,R44 II
14826,PIPER,PA-31-350
14829,CESSNA,340A
14830,CESSNA,182P
14831,AERO COMMANDER,680FL
14833,EUROCOPTER,AS350-B2
14834,CESSNA,152
14835,CESSNA,182
14836,BOEING,737-3H4
14837,BOEING,737-7H4
14838,BEECH,H35
14839,PIPER,PA-46-350P
14840,CESSNA,182C
14841,CESSNA,T182T
14842,BEECH,95-C55
14844,BEECH,B60
14846,TAYLORCRAFT,BC12-65
14847,CESSNA,172
14851,DIAMOND AIRCRAFT IND INC,DA 40
14853,MOONEY,M20J
14854,CESSNA,177
14855,AERONCA,7CCM
14856,SCHWEIZER,SGS 1-23D
14857,CESSNA,170B
14858,PIPER,PA-28-140
14859,BELL,206B
14867,Flight Design GMBH,CTLS
14868,PIPER,PA-28-181
14870,BELL,206L-3
14871,ROBINSON HELICOPTER COMPANY,R44 II
14872,ROBINSON HELICOPTER,R44
14874,DIAMOND AIRCRAFT IND INC,DA 40
14875,CESSNA,172S
14877,CESSNA,177B
14878,CESSNA,T210M
14879,CESSNA,U206G
14880,PIPER,PA-18-150
14881,EUROCOPTER DEUTSCHLAND GMBH,MBB-BK 117 C-1
14882,BOMBARDIER INC,CL-600-2C10
14883,BOEING,747-47UF
14884,PIPER,PA 46-350P
14885,PIPER,PA-28-140
14888,BEECH,95-C55
14889,BELLANCA,7KCAB
14892,CESSNA,180
14893,CESSNA,172R
14894,AIR TRACTOR INC,AT-602
14895,SABRE,TRIKE
14896,CESSNA,185A
14897,TAYLORCRAFT,BC-65
14898,PIPER,PA 28-181
14902,MAULE,M-5-180C
14905,BEECH,A36
14907,AVIAT AIRCRAFT INC,A-1B
14909,PIPER,PA-34-200T
14910,CHAMPION,7KCAB
14911,CESSNA,172E
14912,Grumman American,AA-5B
14913,GRUMMAN AMERICAN AVN. CORP.,AA-5B
14914,BURKHART GROB,G-103A TWIN II ACRO
14916,MOONEY,M20R
14917,FLIGHT DESIGN GMBH,CTSW
14918,CESSNA,172M
14919,CESSNA,182M
14920,BOMBARDIER INC,CL-600-2C10
14921,PIPER,PA 46-350P
14923,BELL,407
14925,BEECH,19A
14926,CESSNA,172G
14927,PIPER,PA-24-260
14928,CESSNA,172N
14929,BEECH,95-C55
14934,PIPER,PA-28RT-201T
14935,AMERICAN CHAMPION AIRCRAFT,8GCBC
14936,GATES LEAR JET,25B
14937,DIAMOND AIRCRAFT IND INC,DA20-C1
14938,CESSNA,M337B
14942,CESSNA,172
14943,MD HELICOPTER,369D
14944,HILLER-ROGERSON HELICOPTER,UH12E
14945,CESSNA,172K
14946,EMBRAER,ERJ 170-200 LR
14947,BEECH,C35
14948,CESSNA,150J
14949,CESSNA,172N
14950,BRANTLY,B-2B
14951,SCHWEIZER,300C
14954,CARLO ROBERT,QUICKSILVER SPT 2S
14955,PIPER,PA-28-140
14956,EUROCOPTER,AS350B2
14958,CESSNA,182
14959,AERONCA,O58B
14961,CESSNA,172R
14962,MOONEY,M20B
14965,PIPER AIRCRAFT INC,PA-44-180
14966,PIPER,PA30
14967,AERONCA,7AC
14968,MOONEY,M20F
14969,PARTENAVIA,P.68
14973,CESSNA,172
14974,BOMBARDIER INC,DHC-8-402
14975,PIPER,PA-22-160
14976,SIX CHUTER,SR7
14978,CESSNA,T210N
14979,AVIAT AIRCRAFT INC,A-1B
14982,NORTH AMERICAN/SCHWAMM,AT-6F
14983,AIRBORNE,Classic
14984,LUSCOMBE,8A
14987,CESSNA,172S
14991,CESSNA,150H
14992,PIPER,PA-18-150
14994,BELL,206
14996,CESSNA,U206B
14997,BOMBARDIER INC,CL-600-2B19
14999,BOMBARDIER INC,CL-600-2B19
15000,AEROSTAR ACFT CORP OF TEXAS,M20E
15002,LUSCOMBE,8A
15003,CESSNA,172S
15004,PIPER,J3C-65
15006,MD HELICOPTERS INC,369E
15008,GLOBE,GC-1B
15009,ROBINSON HELICOPTER,R22 BETA
15010,BOEING,737
15011,CIRRUS DESIGN CORP,SR22
15012,AVIAT INC,PITTS S-2B
15016,PIPER,PA46-500TP
15017,COSTRUZIONI AERONAUTICHE TECNA,P2004 BRAVO
15020,CESSNA,210A
15021,CESSNA,177RG
15022,PIPER,PA-28-151
15023,CESSNA,172P
15024,MEDWAY,RAVEN
15025,PIPER,PA-22-150
15026,PIPER,PA-31-350
15028,BEECH,B36TC
15030,MOONEY,M20J
15031,CESSNA,340A
15032,CESSNA,T210N
15033,PIPER,PA-28-236
15035,CESSNA,340A
15036,PIPER,PA-28R-200
15040,CESSNA,185
15041,McClish,B85C
15042,CIRRUS DESIGN CORP,SR-22
15043,AIR TRACTOR INC,AT-802
15045,ROCKWELL INTERNATIONAL,112TC
15046,CIRRUS,SR20
15053,BOEING,A75
15054,HAWKER,MK-20 Sea Fury
15055,CESSNA,195
15056,CESSNA,182L
15058,BOMBARDIER INC,CL-600-2B19
15059,SCHEMPP-HIRTH,VENTUS B/16.6
15060,SHORT BROS. & HARLAND,SHORTS SC7 SKYVAN
15062,PIPER,PA28
15063,BEECH,A100
15064,American Champion Aircraft,8KCAB
15065,BEECH,1900C
15067,SIAI-MARCHETTI,S.205/22R
15068,ANTARES,MA-33M R582
15069,BOEING,PT17
15070,CESSNA,180
15072,PIPER,PA-28-140
15073,LINDSTRAND BALLOONS,90A
15077,SCHWEIZER,269C
15078,PIPER,PA-12
15082,BELL,206B
15083,CESSNA,182K
15084,MAULE,MXT-7-180A
15085,BELL,206B
15088,BEECH,A36
15089,MOONEY,M20E
15090,BELL,206B
15092,BOEING,A75N1(PT17)
15093,ROBINSON HELICOPTER,R22 BETA
15096,CESSNA,120
15098,GRUMMAN,G-164
15099,LUSCOMBE,8D
15100,BEECH,C24
15101,CESSNA,172
15102,CESSNA,172SP
15103,Evolution,Revo
15105,CESSNA,180
15107,PIPER,PA-12
15108,ENGINEERING & RESEARCH,ERCOUPE 415-D
15109,AERONCA,7AC
15110,BEECH,A35
15111,ROBINSON,R22
15112,CESSNA,172
15114,CESSNA,175C
15115,PIPER,PA28
15116,PIPER,PA-32R-300
15117,SCHWEIZER,269C-1
15119,GRUMMAN AMERICAN AVIATION CORP,AA-5A
15120,PIPER,PA-32R-300
15122,CESSNA,182P
15123,ROCKWELL INTERNATIONAL,S-2R
15125,AERONCA,11AC
15126,CESSNA,310
15129,CESSNA,172D
15130,CESSNA,172N
15133,CESSNA,195
15135,CESSNA,170B
15136,GRUMMAN,G164
15138,GULFSTREAM AEROSPACE,G-IV
15139,CESSNA,550
15140,FLEET,16B
15141,MAULE,MXT-7-180A
15142,CESSNA,182Q
15143,CESSNA,172N
15144,CESSNA,310J
15146,PIPER,PA-12
15147,EUROCOPTER,EC130
15148,PIPER,PA-46-350P
15150,CIRRUS,SR22
15152,CESSNA,150F
15153,ROBINSON,R22
15155,CESSNA,175
15156,CESSNA,172B
15157,ECCKER,HURRICANE HAULER
15158,CESSNA,310R
15159,BEECH,F90
15160,BOMBARDIER,CL600 2B19
15161,CESSNA,172RG
15162,CESSNA,T182T
15163,PIPER,PA-18-150
15164,Hawker Beechcraft,F33
15165,CESSNA,172M
15166,CESSNA,195
15167,CESSNA,150F
15168,CESSNA,310K
15169,BEECH,A36TC
15170,CENTRAL OHIO DRAGONFLY CLUBLLC,DRAGONFLY-C
15171,PIPER,PA-28-140
15172,BELL,47G
15173,CESSNA,172S
15174,BOMBARDIER,CL600 2D24
15176,PIPER,PA-28-140
15179,CESSNA,172M
15181,PIPER,PA-18-150
15182,EUROCOPTER,AS-350
15183,BELL,OH-58A
15184,CESSNA,172
15185,BOEING,A75N1
15186,CESSNA,152
15187,Six Chuter,SR7 Skye Ryder
15188,CESSNA,180C
15190,PIPER,PA34
15192,AERO COMMANDER,S2R
15193,PIPER,PA-44-180
15195,BELL,412
15196,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200
15197,PIPER,PA-28-161
15200,MOONEY,M20C
15201,HILLER,UH-12E
15203,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G-164B
15204,PIPER,PA-18-150
15205,COSMOS,PHASE II
15206,Skykits Corporation,Savannah
15207,PIPER,PA32R
15209,SCHWEIZER,269C
15210,BEECH,D17S
15211,CESSNA,182D
15213,DEHAVILLAND,BEAVER DHC-2 MK.1
15216,NAVION,NAVION G
15217,PIPER,PA-28R-200
15218,PIPER,PA-28-140
15219,PIPER,PA-17
15220,PIPER,PA-28-161
15222,CESSNA,172D
15223,BEECH,58
15224,BELL,OH-58A
15225,GLOBE,GC-1B
15228,CESSNA,320
15230,CESSNA,T210N
15231,CA Tecnam SRL,P2004 Bravo
15232,ROBINSON HELICOPTER COMPANY,R44 II
15233,AIR TRACTOR INC,AT-301
15234,AEROSPATIALE,AS 355F1
15235,ROBINSON HELICOPTER COMPANY,R44 II
15238,PIPER,PA-18-150
15240,PIPER,PA-34-200T
15241,MOONEY,M20J
15243,CESSNA,172P
15244,AEROLITE,BEARCAT
15245,PIPER,PA-18
15246,PIPER,PA-18
15247,CESSNA,T310R
15249,CESSNA,150M
15250,CESSNA,182S
15252,PIPER,PA-12
15253,PIAGGIO,P-180
15256,CESSNA,A185F
15258,PIPER,PA46-310P
15259,CESSNA,185A
15260,HUGHES,OH-6A
15262,EXTRA FLUGZEUGBAU GMBH,EA-300
15263,MAULE,MX7
15264,PIPER,J5A
15265,CESSNA,150L
15266,PIPER,PA-22-150
15269,CESSNA,150
15270,AYRES,S2R-G10
15271,EMBRAER,500
15272,PIPER,PA22
15273,PIPER,PA-20
15275,PIPER,PA-28-181
15276,CESSNA,180
15277,PIPER,PA-28-161
15279,CESSNA,182T
15281,SCHWEIZER,SGS 1-34R
15282,PIPER,PA-18-150
15283,AEROSPATIALE,SA315
15284,PIPER,PA-28-235
15286,CESSNA,T210
15287,PIPER,PA-32RT-300
15288,CESSNA,A185
15290,NORTH WING UUM INC,SPORT X2
15291,CESSNA,140
15292,CESSNA,P210N
15293,CESSNA,A188B
15294,PIPER,PA-28R-200
15296,SCHEMPP-HIRTH,STANDARD CIRRUS
15299,PIPER,PA-18-160
15302,CESSNA,182Q
15303,CESSNA,150H
15304,STEARMAN,E75
15307,BEECH,E-90
15308,CESSNA,T188C
15309,BELL,47G
15310,CESSNA,150C
15311,CHAMPION,7EC
15315,NORTH AMERICAN,AT-6
15316,CESSNA,207A
15318,BEECH,65
15319,SCHWEIZER AIRCRAFT CORP,164B
15320,QUICKSILVER,MX-2
15323,CESSNA,150L
15324,CHAMPION,7KCAB
15325,LUSCOMBE,8A
15326,HEAD BALLOONS INC,AX9 118
15327,BEECH,D35
15328,PIPER,PA-20
15330,HILLER,UH 12E
15331,SCHWEIZER,269C
15332,AYRES,S2R-G10
15333,BIRD,CK
15334,AERO COMMANDER,560E
15335,BELL HELICOPTER TEXTRON,206L-1
15336,PIPER,PA-28-140
15337,CESSNA,182C
15341,AVIAT AIRCRAFT INC,A-1B
15343,CESSNA,TU206F
15345,CIRRUS DESIGN CORP,SR22
15346,CESSNA,120
15349,STINSON,JR. S
15350,REMOS AIRCRAFT GMBH,REMOS G-3/600
15351,PIPER,PA-15
15353,AERONCA,11AC
15354,AIR TRACTOR,AT402
15355,GRUMMAN AMERICAN AVN. CORP.,AA-5
15356,CESSNA,172P
15357,LET,L-23 SUPER BLANIK
15359,CESSNA,TR182
15360,CHAMPION,AERONCA 7HC
15361,PIPER,PA-28-161
15363,CESSNA,182E
15364,CESSNA,T206H
15365,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15366,CESSNA,U206F
15368,AIRBUS,A320-232
15369,CESSNA,177B
15370,COLUMBIA AIRCRAFT MFG,LC42-550FG
15373,DIAMOND AIRCRAFT IND INC,DA 20-C1
15374,PIPER,PA-18-150
15378,STINSON,108
15379,CESSNA,172S
15380,SCHLEICHER,ASW-20
15381,PIPER,PA-14
15382,CESSNA,150J
15383,PIPER,PA-28-180
15384,GROB-WERKE,G 120A
15387,PIPER,PA-46-350P
15389,CESSNA,150K
15390,PIPER,PA-11
15391,CESSNA,U206
15392,CESSNA,182
15393,PIPER,PA-30
15394,BEECH,P35
15396,CIRRUS DESIGN CORP,SR20
15397,CESSNA,310C
15398,GRUMMAN AMERICAN AVN. CORP.,AA-5A
15399,ROBINSON,R44
15400,CESSNA,172E
15401,Burkhart Grob,G-103A
15403,HUMMEL / FINBERG,ULTRA CRUISER
15404,WILDE DANIEL L,ZENITH 701
15405,PIPER,J3C-65
15406,North Wing,Scout X-C
15408,DEHAVILLAND,DHC-2
15409,PIPER,PA-22-150
15410,CESSNA,152
15412,CESSNA,182P
15413,SCHEMPP-HIRTH,VENTUS-2B
15414,PIPER,PA-46-310P
15416,AMERICAN CHAMPION AIRCRAFT,8GCBC
15417,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15418,PIPER,PA-18
15419,PIPER,PA-28-181
15420,CESSNA,414
15422,CESSNA,310F
15423,MEYERS INDUSTRIES INC,200C
15424,CESSNA,U206G
15425,CESSNA,177A
15426,ERCOUPE,415
15427,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G-164B
15428,MAXAIR,MU 582 DRIFTER
15429,CESSNA,152
15430,SCHWEIZER,269C-1
15433,CESSNA,TP206B
15435,CHAMPION,7EC
15436,BEECH,V35B
15438,BELLANCA,7GCBC
15439,BELL,UH1H
15442,CIRRUS DESIGN CORP,SR22
15443,BEECH,C24R
15444,SCHLEICHER,ASW-24
15445,RYAN,NAVION B
15447,CLEM WILLIAM B III,DOMINATOR GYROCOPTER
15449,CESSNA,T182T
15451,AIR CREATION,CLIPPER 582S
15452,CESSNA,182P
15454,TAYLORCRAFT,BC12-D
15455,CESSNA,150A
15457,AERONCA,7CCM
15458,ROBINSON HELICOPTER,R22 BETA
15459,BUCKEYE INDUSTRIES,DREAM MACHINE
15460,BEECH,A23-19
15461,PIPER,PA28R
15462,CESSNA,180D
15463,BEECH,C23
15464,CESSNA,172R
15465,SCHWEIZER,SGS 1-34
15466,CESSNA,T210M
15467,BELL,206B
15468,PIPER,PA-28-161
15470,CESSNA,182F
15471,PIPER,PA-25-260
15472,PIPER,PA-18-150
15473,GRUMMAN,G164
15474,AERO COMMANDER,500-B
15475,INFINITY,INFINITY
15476,PIPER,PA-28-180
15477,AERONCA,11CC
15478,CESSNA,A185F
15479,PIPER,PA-18
15480,EMBRAER,EMB-145XR
15481,PIPER,PA18A
15483,PIPER,PA-44-180
15484,CESSNA,172
15485,PIPER,PA-32R-301
15487,CESSNA,170
15488,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS
15489,PIPER,PA28
15492,DEHAVILLAND,DHC-3
15493,DIAMOND,HK36
15494,HEMMER,MINI-MAX 1600R
15495,CESSNA,172P
15496,STINSON,108-3
15498,Quest,Kodiak 100
15499,MOONEY,M20M
15500,ROBINSON HELICOPTER,R44
15503,AIR TRACTOR,AT-802A
15504,ROBINSON HELICOPTER COMPANY,R22
15505,PIPER,PA-32-260
15506,PIPER,J5C
15507,CESSNA,152
15509,BEECH,58
15510,CESSNA,172
15511,PIPER,PA-28-140
15512,HUGHES,269B
15513,PZL MIELEC,M18
15514,LET,L 33 SOLO
15515,PIPER,PA-24-260C
15516,CESSNA,172
15519,PIPER,PA-18-150
15520,CIRRUS DESIGN CORP,SR22
15522,AYRES CORPORATION,S2R-T34
15523,SCHWEIZER,269C
15526,ALEXANDER SCHLEICHER GMBH & CO,ASW 27-18
15527,SCHEMPP-HIRTH,VENTUS-2B
15528,BEECH,C35
15529,CESSNA,414
15530,PIPER,PA-28-161
15531,CESSNA,152
15532,PIPER,J3C-85
15534,PIPER,PA-12
15535,CESSNA,177B
15537,ROBINSON HELICOPTER COMPANY,R44 II
15538,MAULE,M-7-260
15541,Piper,PA-12
15543,CESSNA,A185F
15544,CESSNA,A185F
15545,LUSCOMBE,8C
15546,CESSNA,177B
15549,FAIRCHILD,C-123K
15550,GLASER DIRKS,DG300
15551,CESSNA,177
15552,CESSNA,172M
15553,BOEING,PT-13B
15554,CESSNA,172N
15555,CESSNA,172M
15556,GARLICK,OH-58A
15558,SCHWEIZER,SGS 2-33AK
15559,CESSNA,172N
15561,American Champion Aircraft Cor,7GCBC
15562,LINDSTRAND,69A
15563,Maule,MX-7-180A
15566,AIR TRACTOR INC,AT-602
15567,HILLER,UH-12E
15568,CESSNA,T188C
15569,CESSNA,152
15570,PIPER,PA-36-285
15571,BELLANCA,8GCBC
15572,PIPER,PA-28-180
15573,AMERICAN EUROCOPTER LLC,AS 350 B3
15574,GARLICK HELICOPTERS INC,OH-58A+
15578,AERO SP Z O O,AT-4 LSA
15579,CESSNA,T210M
15580,BELL,206
15581,AIR TRACTOR INC,AT-502B
15583,BEECH,95 55
15584,CESSNA,402C
15585,GULFSTREAM,GIV
15586,CESSNA,172N
15587,CESSNA,152
15593,Hawker Beechcraft,390
15594,BREWSTER FLEET,7-220
15596,BEECH,K35
15597,CESSNA,402C
15598,BELL,206
15600,CESSNA,172S
15602,AIR TRACTOR,AT-602
15603,BEECH,H35
15604,BELL,206 B II
15605,CESSNA,172N
15608,CESSNA,172
15609,BEECH,A24R
15610,BELL,47G-4A
15611,PIPER,PA-28-151
15612,CESSNA,180
15615,CESSNA,152
15619,CESSNA,U206F
15620,AIR TRACTOR,502B
15621,BELL,206B
15622,DEHAVILLAND,BEAVER DHC-2 MK.1
15623,CESSNA,150M
15625,SMITH,Aerostar
15626,AERO COMMANDER,S2R
15627,EUROCOPTER,AS 350 B2
15628,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15629,CESSNA,170B
15630,SCHWEIZER,G-164B
15631,BEECH,V35
15633,PIPER/CUB CRAFTERS,PA-18-150
15634,AERONCA,11AC
15635,PIPER,PA-28R-200
15636,CESSNA,152
15637,BELL,206
15638,AVIAT AIRCRAFT INC,A-1B
15640,BELL,206
15641,CESSNA,A188B
15642,NORD,3202
15643,ROBINSON HELICOPTER COMPANY,R44 II
15644,AMERICAN,AA-1
15645,BEECH,A36
15646,CESSNA,A185F
15648,PIPER,J-3C
15653,CESSNA,182
15654,S.C. Aerostar S.A.,Yak52
15657,PIPER,PA-25-260
15658,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200
15659,CESSNA,172P
15660,ROBINSON HELICOPTER COMPANY,R44 II
15661,TOPDOG ULTRALIGHTS,TOP DOG 582
15664,AIR TRACTOR INC,AT-301
15666,PIPER,PA-28-236
15667,GARLICK HELICOPTERS INC,OH-58A+
15668,ROBINSON HELICOPTER,R22 BETA
15669,PIPER,PA-32R-300
15672,PIPER,PA-14
15673,AVIONS MAX HOLSTE,MH 1521 BROUSSARD
15674,CESSNA,310K
15675,CESSNA,170
15676,PIPER,PA-28RT-201
15678,CONTINENTAL COPTERS,TOMCAT MK6B
15679,CESSNA,182R
15680,CESSNA,172
15681,PIPER,J3C-65
15683,BEECH,58
15684,BEECH,35C33
15685,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15686,PIPER,PA-32RT-300
15687,CIRRUS,SR20
15688,BELL,206
15689,CESSNA,172N
15690,CESSNA,180J
15691,CESSNA,177
15692,BEECH,58
15693,PIPER,PA28R
15694,BEECH,V35A
15695,CESSNA,177B
15696,AIR TRACTOR,AT602
15697,DIAMOND AIRCRAFT IND INC,DA 20-C1
15699,CESSNA,421
15700,AERONCA,7AC
15701,WSK PZL MIELEC,M-18A
15702,CESSNA,172K
15703,BELL,OH-58A
15704,SCHWEIZER,SGS 1-26B
15705,CESSNA,140
15706,ERCOUPE,415
15708,PIPER,PA32RT
15709,ROCKWELL INTERNATIONAL,S-2R
15710,CESSNA,172
15711,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15712,DOUGLAS,A4L
15714,CESSNA,210
15715,CHAMPION,8KCAB
15716,SCHWEIZER,269C
15717,CESSNA,172F
15719,CESSNA,206
15720,CESSNA,150
15721,AIR TRACTOR INC,AT-301
15722,BEECH,F33A
15723,SKYKITS CORP,SAVANNAH VGW
15724,PIPER,PA32
15725,PIPER,PA-18-150
15726,ROBINSON HELICOPTER,R44
15727,CIRRUS DESIGN CORP,SR22
15728,CESSNA,172P
15729,PIPER,J3C-65
15730,CESSNA,182M
15731,CESSNA,210
15732,CESSNA,421B
15733,SCHLEICHER,ASW-20
15734,EUROCOPTER,AS365N3
15735,BRANTLY,B-2B
15736,ROBINSON HELICOPTER COMPANY,R44 II
15737,CESSNA,150M
15738,LUSCOMBE,8E
15739,SCHLEICHER,ASW-27
15740,PIPER,PA-25-235
15743,AERO COMMANDER,100
15745,BEECH,E-55
15746,MOONEY,M20F
15748,NORTH AMERICAN,AT-6
15749,CIRRUS DESIGN CORP,SR22
15750,PIPER,PA-24-250
15751,AVIAT AIRCRAFT INC,A-1B
15752,CESSNA,152
15753,CESSNA,182P
15754,CESSNA,180
15756,BEECH,F33A
15757,CESSNA,172M
15758,CESSNA,175
15759,CESSNA,172S
15760,DIAMOND AIRCRAFT IND INC,DA 40
15761,BRADSHAW,Quicksilver MX II
15762,DIAMOND AIRCRAFT IND INC,DA 20-C1
15763,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200
15766,PIPER,PA28R
15767,CESSNA,U206G
15769,PIPER,J3C-65
15770,PIPER,PA-28-181
15772,PIPER,PA-28-140
15775,PIPER,PA-28R-180
15777,LINDSTRAND BALLOONS,77A
15778,BEECH,C23
15779,CESSNA,175
15780,DEHAVILLAND,DHC-2 MK. I(L20A)
15781,AERO COMMANDER,CallAir
15782,PIPER,PA-28-236
15784,SILVAIRE,LUSCOMBE 8A
15785,LOCKHEED,P2V-5
15786,BOEING,A75N1 (PT17)
15787,CESSNA,180K
15788,AEROSPATIALE,AS350
15789,AVIAT AIRCRAFT INC,A-1B
15790,MOONEY,M20F
15793,CESSNA,210D
15794,CESSNA,172S
15795,QUARTZ MOUNTAIN AEROSPACE INC,11E
15798,AIRBORNE,OUTBACK
15799,CESSNA,152
15800,AIR CREATION,GTE
15801,BELL,UH-1H
15802,CESSNA,310C
15803,HILLER,UH-12E
15805,CESSNA,180
15806,DE HAVILLAND,DHC-1
15807,CESSNA,170B
15809,BELL,206B
15810,CESSNA,A185F
15813,AIRBORNE,WINDSPORT EDGE
15814,HUGHES,369HS
15817,CESSNA,172N
15818,CESSNA,180
15819,SCHWEIZER,269C-1
15820,CESSNA,T210L
15821,CESSNA,150G
15822,CESSNA,525A
15823,CESSNA,R182RG
15824,CESSNA,172N
15825,CESSNA,172N
15827,NORTH AMERICAN,AT-6A
15828,PILATUS,P3-05
15830,TAYLORCRAFT,DCO-65
15832,AERONCA,7BCM
15833,ROBINSON HELICOPTER,R22 BETA
15834,BOEING,737
15835,PIPER,PA-11
15836,AIR TRACTOR,AT-402B
15837,PIPER/WALLY'S FLYERS INC,J3C-65
15838,Rose-Rhinehart,A4-C
15839,Remos Aircraft GMBH,G3/600
15840,ROBINSON HELICOPTER,R44
15841,LUSCOMBE,11A
15843,ROBINSON HELICOPTER,R22 BETA
15844,Hawker Beechcraft Corporation,A36
15846,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER
15847,SCHLEICHER,ASH26
15848,Glenn H Curtiss Museum,Hudson Flyer
15849,CESSNA,401
15851,CHAMPION,7ECA
15853,NORTH AMERICAN,SNJ-4
15854,CESSNA,T310R
15855,KAMAN AEROSPACE CORP,K-1200
15856,AERONCA,7AC
15857,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15861,AMERICAN CHAMPION AIRCRAFT,7GCBC
15862,SCHEMPP-HIRTH,VENTUS 2CT
15863,SCHLEICHER ALEXANDER GMBH & CO,ASH 26 E
15866,CESSNA,172
15867,RANS,COYOTE II S6
15868,AIR CREATION,GTE
15869,STINSON,108-1
15870,DOUGLAS,DC9
15871,AIR TRACTOR INC,AT-602
15872,PIPER,J3C-65
15873,CESSNA,172
15874,CESSNA,188B
15875,WACO,UKC-S
15876,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B
15881,BEECH,A36
15882,PIPER,PA-28-181
15883,BELL,47G
15884,CESSNA,170
15886,Beech,1900D
15888,PIPER,PA-32R-300
15889,BURKHART GROB,G103C TWIN III ACRO
15890,CIRRUS DESIGN CORP,SR20
15892,CESSNA,170B
15893,PIPER,PA-46-310P
15894,TEXAS HELICOPTER CORP,OH-13E/M74
15895,AIR TRACTOR INC,AT-402B
15897,LUSCOMBE,8F
15898,CESSNA,172
15899,PIPER,PA-34-220T
15900,BELL,47G-4A
15901,CESSNA,210L
